Name,URL,Duration,UpdateInterval,StartOn,EndBy,Cache
Vestigo,https://cogo-dashboards.s3.us-east-1.amazonaws.com/images/vestigo-holiday.png,0:00:20,1:00:00,1/1/18 0:00,12/31/30 23:59,yes
Blitzy,https://cogo-dashboards.s3.us-east-1.amazonaws.com/images/blitzy-holiday.png,0:00:20,1:00:00,1/1/18 0:00,12/31/30 23:59,yes
Link,https://cogo-dashboards.s3.us-east-1.amazonaws.com/images/linkventures-holiday.mp4,0:00:20,1:00:00,1/1/18 0:00,12/31/30 23:59,yes
