Name,URL,Duration,UpdateInterval,StartOn,EndBy,Cache
interns,https://cogo-dashboards.s3.amazonaws.com/images/internsocial2.png,0:00:40,1:00:00,1/1/18 0:00,12/31/30 21:30,yes
