Name,URL,Duration,UpdateInterval,StartOn,EndBy,Cache
Exhibit01,http://dashboards.cogo1k.com/nocv3/screenshots/eds/eds-fullscreen-dashboard.png,0:00:10,1:00:00,1/1/18 0:00,12/31/30 23:59,yes
Exhibit02,http://dashboards.cogo1k.com/nocv3/screenshots/minerva/minerva2-fullscreen-dashboard.png,0:00:10,1:00:00,1/1/18 0:00,12/31/30 23:59,yes
