Name,URL,Duration,UpdateInterval,StartOn,EndBy,Cache
Exhibit01,https://github.com/cogo-roadmaps/exhibits/blob/main/cogohelp.png,0:00:10,1:00:00,1/1/18 0:00,12/31/30 23:59,yes
Exhibit02,https://github.com/cogo-roadmaps/exhibits/blob/main/flushot.png,0:00:10,1:00:00,1/1/18 0:00,12/31/30 23:59,yes
